LATEST,SPEED,LOAD,MAP,IAT,RPM,DISTANCE,FUEL_USED,FUEL_CONSUMPTION,INSTANT_FUEL_CONSUMPTION,LATITUDE,LONGITUDE,ALTITUDE,HEADING,SPEED_GPS,TIME_GPS,X,Y,Z,AAT,AAP
1716020401833241000,94,96.47058823529413,94,33,4415.75,12758.7989961111,808.4634395775,6.517608169,12.808235628721365,46.756995,23.495060833333334,411,224.74,97.608,08:20:02+00:00,6,17,133,13.949999999999989,101.8
1716020402072663000,94,96.47058823529413,94,33,4415.75,12765.0505705555,809.0583718525,6.518954623269946,12.808235628721365,46.756995,23.495060833333334,411,224.74,97.608,08:20:02+00:00,9,18,103,13.949999999999989,101.8
1716020402343984000,94,96.47058823529413,94,33,4479.75,12772.1350633333,809.7441580532,6.520533164,13.028402461039471,46.756995,23.495060833333334,411,224.74,97.608,08:20:02+00:00,9,13,120,13.949999999999989,101.8
1716020402582956000,94,96.47058823529413,94,33,4479.75,12778.3748877777,810.3481794888,6.5219228650165695,13.028402461039471,46.756995,23.495060833333334,411,224.74,97.608,08:20:02+00:00,15,14,129,13.949999999999989,101.8
1716020402582956000,94,96.47058823529413,94,33,4479.75,12778.3748877777,810.3481794888,6.5219228650165695,13.028402461039471,46.756995,23.495060833333334,411,224.74,97.608,08:20:02+00:00,13,14,124,13.949999999999989,101.8
1716020402822420000,99,96.47058823529413,94,33,4479.75,12784.9601477777,810.9534444951,6.5232406003385695,12.370402337409194,46.756819166666666,23.494805666666668,410.6,225.03,100.132,08:20:03+00:00,11,9,96,13.949999999999989,101.8
1716020403063603000,99,96.47058823529413,94,33,4479.75,12791.5926802777,811.5630544156,6.524567194988345,12.370402337409194,46.756819166666666,23.494805666666668,410.6,225.03,100.132,08:20:03+00:00,25,14,143,13.949999999999989,101.8
1716020403303306000,99,96.47058823529413,94,33,4607.75,12798.1845127777,812.2386720864,6.526206095169861,13.794501874309256,46.756819166666666,23.494805666666668,410.6,225.03,100.132,08:20:03+00:00,27,15,122,13.949999999999989,101.8
1716020403303306000,99,96.47058823529413,94,33,4607.75,12798.1845127777,812.2386720864,6.526206095169861,13.794501874309256,46.756819166666666,23.494805666666668,410.6,225.03,100.132,08:20:03+00:00,27,15,122,13.949999999999989,101.8
1716020403542646000,99,96.47058823529413,94,33,4607.75,12804.7663627777,812.9132666193,6.527841776355055,13.794501874309256,46.756819166666666,23.494805666666668,410.6,225.03,100.132,08:20:03+00:00,22,13,121,13.949999999999989,101.8
1716020403783490000,99,96.47058823529413,94,31,4607.75,12811.3895727777,813.5921002689,6.529486993091211,13.794501874309256,46.756819166666666,23.494805666666668,410.6,225.03,100.132,08:20:03+00:00,24,11,122,13.949999999999989,101.8
1716020404023318000,99,96.47058823529413,94,31,4607.75,12817.9848427777,814.2680702599,6.531124529383168,13.794501874309256,46.756642666666664,23.4945405,410.5,226.33,102.103,08:20:04+00:00,19,12,122,13.949999999999989,101.8
1716020404262349000,99,96.47058823529413,94,31,4671.75,12824.5581952777,814.9527398181,6.532806226664496,14.018620603400533,46.756642666666664,23.4945405,410.5,226.33,102.103,08:20:04+00:00,19,15,110,13.949999999999989,101.8
1716020404262349000,99,96.47058823529413,94,31,4671.75,12824.5581952777,814.9527398181,6.532806226664496,14.018620603400533,46.756642666666664,23.4945405,410.5,226.33,102.103,08:20:04+00:00,22,12,109,13.949999999999989,101.8
