LATEST,SPEED,LOAD,MAP,IAT,RPM,DISTANCE,FUEL_USED,FUEL_CONSUMPTION,INSTANT_FUEL_CONSUMPTION,LATITUDE,LONGITUDE,ALTITUDE,HEADING,SPEED_GPS,TIME_GPS,X,Y,Z,AAT,AAP
1716019804806682000,12.0,18.823529411764707,39,36,2111.75,2846.6067263889,164.1785968753,5.371341994880824,7.8154449352325726,46.76119204602289,23.49911990613153,423.6,276.16,12.372,08:10:04+00:00,-10,4,142,13.949999999999989,101.8
1716019805047090000,12.0,18.823529411764707,39,36,1919.75,2847.4080863889,164.2194258315,5.3714037258252905,6.857278666200924,46.76118855389541,23.49911937126137,423.8,275.89,11.135,08:10:05+00:00,-12,10,130,13.949999999999989,101.8
1716019805286729000,12.0,26.666666666666668,39,36,1919.75,2848.2068830556,164.2770818349,5.3715835675583605,9.714478110451308,46.76118855389541,23.49911937126137,423.8,275.89,11.135,08:10:05+00:00,4,18,115,13.949999999999989,101.8
1716019805525943000,12.0,26.666666666666668,53,36,1919.75,2849.0042630556,164.3346355854,5.371763075488076,9.714478110451308,46.76118855389541,23.49911937126137,423.8,275.89,11.135,08:10:05+00:00,-17,14,124,13.949999999999989,101.8
1716019805795595000,12.0,26.666666666666668,53,36,1855.75,2849.9031030556,164.3967216155,5.371945935744601,9.296568686057551,46.76118855389541,23.49911937126137,423.8,275.89,11.135,08:10:05+00:00,-10,19,130,13.949999999999989,101.8
1716019806036442000,12.0,30.98039215686275,53,36,1855.75,2850.7059263889,164.461145909,5.372171826726222,10.800425385272742,46.76118415663058,23.499118697756252,424.0,272.32,9.806,08:10:06+00:00,-14,17,113,13.949999999999989,101.8
1716019809964751000,12.0,24.705882352941178,47,37,2175.75,2861.2773897222,165.4149641763,5.375880067189174,10.68200342454694,46.7611101811075,23.499105168001712,425.0,192.67,14.011,08:10:10+00:00,12,16,121,13.949999999999989,101.8
1716019810205049000,12.0,24.705882352941178,61,37,2175.75,2862.0783830556,165.4785368434,5.3761002335824175,10.68200342454694,46.7611101811075,23.499105168001712,425.0,192.67,14.011,08:10:10+00:00,7,16,121,13.949999999999989,101.8
1716019810444694000,12.0,24.705882352941178,61,37,2815.75,2862.8771997222,165.5665340948,5.376491268490221,14.826313282384799,46.7611101811075,23.499105168001712,425.0,192.67,14.011,08:10:10+00:00,13,19,118,13.949999999999989,101.8
1716019810683968000,12.0,62.74509803921569,61,37,2815.75,2863.6747797222,165.7896731955,5.377824743452812,37.65412897113599,46.7611101811075,23.499105168001712,425.0,192.67,14.011,08:10:10+00:00,13,43,119,13.949999999999989,101.8
