TIME,Engine speed (RPM),MAP (kPa),Oxygen sensor 1 (V),Oxygen sensor 1 (%),Calculated engine load (%),IAT (Celsius),Throttle position (%)
1693758390.889084,2086.0,86,0.105,7.03125,68.62745098039215,37,38.03921568627451
1693758392.358736,2817.0,88,0.14,5.46875,76.07843137254902,37,8.627450980392158
1693758393.859408,3386.0,25,0.865,0.0,17.647058823529413,37,11.764705882352942
1693758395.329143,2109.0,47,0.055,4.6875,28.23529411764706,37,8.627450980392158
1693758396.768858,2047.0,25,0.12,0.0,17.647058823529413,37,14.11764705882353
1693758398.238756,1963.0,48,0.835,3.125,28.23529411764706,37,16.47058823529412
1693758399.738736,2013.0,60,0.085,4.6875,55.68627450980392,37,32.94117647058824
1693758401.178819,2226.0,87,0.83,4.6875,55.68627450980392,37,23.529411764705884
1693758402.649002,2437.0,69,0.27,-1.5625,40.392156862745104,37,23.529411764705884
1693758404.118841,2570.0,68,0.765,-1.5625,38.43137254901961,37,23.92156862745098
1693758405.618691,2691.0,71,0.85,-0.78125,47.84313725490196,37,27.058823529411768
1693758407.089216,2845.0,74,0.08,-1.5625,36.86274509803922,38,8.627450980392158
1693758408.530527,2850.0,26,0.875,0.0,17.647058823529413,38,8.627450980392158
1693758410.088808,2695.0,27,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758411.52958,2498.0,26,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758412.969557,2294.0,25,0.0,0.0,17.647058823529413,38,19.215686274509807
1693758414.469821,2269.0,47,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758415.909376,2966.0,26,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758417.352312,2596.0,26,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758418.851977,1992.0,25,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758420.349041,1158.0,45,0.055,3.90625,20.784313725490197,38,8.627450980392158
1693758421.822382,1114.0,42,0.83,-0.78125,20.784313725490197,38,8.627450980392158
1693758423.32157,985.0,46,0.77,-0.78125,22.35294117647059,38,8.627450980392158
1693758424.819604,984.0,46,0.805,-0.78125,17.647058823529413,38,8.627450980392158
1693758426.350633,892.0,42,0.04,-3.125,20.784313725490197,38,8.627450980392158
1693758427.849864,934.0,42,0.865,-1.5625,17.647058823529413,38,8.627450980392158
1693758429.319213,917.0,51,0.025,-4.6875,29.80392156862745,38,17.254901960784316
1693758430.762246,1201.0,68,0.095,2.34375,38.43137254901961,38,18.823529411764707
1693758432.199287,1511.0,64,0.09,7.03125,38.43137254901961,38,23.137254901960787
1693758433.729655,2680.0,66,0.075,3.125,17.647058823529413,38,8.627450980392158
1693758435.199689,2800.0,29,0.0,0.0,17.647058823529413,38,15.294117647058824
1693758436.640265,1785.0,67,0.085,5.46875,52.54901960784314,38,25.098039215686278
1693758438.139828,2139.0,75,0.855,3.125,50.196078431372555,38,25.88235294117647
1693758439.609925,2682.0,74,0.205,4.6875,52.54901960784314,38,27.058823529411768
1693758441.080728,3193.0,57,0.69,-7.03125,20.784313725490197,37,8.627450980392158
1693758442.51963,3294.0,24,0.0,0.0,17.647058823529413,37,8.627450980392158
1693758444.050691,3111.0,23,0.14,0.0,17.647058823529413,38,10.980392156862745
1693758445.519521,2750.0,27,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758446.989649,2185.0,25,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758448.459539,1765.0,38,0.01,2.34375,23.529411764705884,38,31.372549019607845
1693758449.89967,1956.0,89,0.135,8.59375,70.98039215686275,38,33.333333333333336
1693758451.339716,2646.0,41,0.92,0.78125,17.647058823529413,38,8.627450980392158
1693758452.840041,2440.0,35,0.01,1.5625,23.529411764705884,38,16.07843137254902
1693758454.27961,2383.0,49,0.37,4.6875,29.80392156862745,38,40.7843137254902
1693758455.75024,2765.0,90,0.83,5.46875,78.03921568627452,38,8.627450980392158
1693758457.219956,3348.0,26,0.08,0.0,17.647058823529413,37,21.568627450980394
1693758458.659868,2079.0,91,0.145,10.15625,74.11764705882354,38,50.58823529411765
1693758460.129743,2413.0,92,0.11,10.15625,74.11764705882354,37,51.372549019607845
1693758461.569783,2740.0,91,0.63,3.90625,76.07843137254902,37,37.254901960784316
1693758463.042408,3039.0,86,0.7,0.78125,70.98039215686275,37,8.627450980392158
1693758464.540101,3222.0,25,0.895,0.0,17.647058823529413,37,68.23529411764706
1693758465.950538,2341.0,94,0.83,7.03125,76.07843137254902,37,65.88235294117648
1693758467.389688,2500.0,93,0.755,8.59375,74.11764705882354,37,50.196078431372555
1693758468.889754,2662.0,90,0.315,3.90625,68.62745098039215,36,28.23529411764706
1693758470.330234,2764.0,35,0.925,-2.34375,17.647058823529413,36,8.627450980392158
1693758471.799939,1793.0,32,0.0,0.0,17.647058823529413,36,21.568627450980394
1693758473.242982,2155.0,67,0.77,3.125,43.92156862745098,36,21.96078431372549
1693758474.679813,2192.0,56,0.86,0.78125,25.098039215686278,36,16.07843137254902
1693758476.149808,2190.0,48,0.815,3.90625,27.058823529411768,36,16.47058823529412
1693758477.589837,2187.0,50,0.75,-0.78125,28.23529411764706,36,17.254901960784316
1693758479.060695,2185.0,58,0.075,3.90625,38.43137254901961,36,20.784313725490197
1693758480.530047,2210.0,64,0.115,3.125,42.352941176470594,36,21.96078431372549
1693758481.970066,2235.0,67,0.69,-2.34375,45.490196078431374,36,23.137254901960787
1693758483.440622,2229.0,71,0.795,-1.5625,47.84313725490196,36,21.568627450980394
1693758484.910796,2199.0,56,0.86,-8.59375,17.647058823529413,36,8.627450980392158
1693758486.410728,2098.0,27,0.04,-8.59375,17.647058823529413,36,8.627450980392158
1693758487.910768,1983.0,29,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758489.350078,1886.0,30,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758490.82008,1727.0,33,0.0,0.0,17.647058823529413,37,8.627450980392158
1693758492.292896,1209.0,46,0.71,0.78125,20.784313725490197,37,8.627450980392158
1693758493.792931,1091.0,46,0.41,-3.90625,23.529411764705884,37,8.627450980392158
1693758495.261502,977.0,48,0.145,3.125,23.529411764705884,37,8.627450980392158
1693758496.700514,973.0,49,0.785,0.0,23.529411764705884,37,8.627450980392158
1693758498.140356,962.0,47,0.85,0.78125,20.784313725490197,37,8.627450980392158
1693758499.610421,1073.0,57,0.03,-0.78125,47.84313725490196,37,26.27450980392157
1693758501.111911,1763.0,84,0.85,2.34375,65.88235294117648,37,30.196078431372552
1693758502.610854,2441.0,82,0.765,6.25,52.54901960784314,37,22.745098039215687
1693758504.051044,2949.0,40,0.89,-5.46875,17.647058823529413,37,8.627450980392158
1693758505.460631,2824.0,29,0.0,0.0,17.647058823529413,37,22.35294117647059
1693758506.931586,2712.0,65,0.87,2.34375,17.647058823529413,37,8.627450980392158
1693758508.370627,2711.0,29,0.0,0.0,18.823529411764707,37,15.294117647058824
1693758509.840485,2551.0,35,0.845,1.5625,17.647058823529413,37,14.11764705882353
1693758511.280547,2532.0,47,0.825,4.6875,25.098039215686278,37,17.254901960784316
1693758512.721929,2651.0,50,0.165,3.90625,27.058823529411768,37,17.254901960784316
1693758514.161099,2774.0,51,0.4,-3.125,28.23529411764706,37,8.627450980392158
1693758515.630914,2927.0,29,0.785,-9.375,17.647058823529413,37,12.941176470588236
1693758517.070508,1829.0,49,0.175,3.90625,63.529411764705884,37,36.86274509803922
1693758518.541178,1995.0,91,0.33,10.15625,74.11764705882354,37,41.568627450980394
1693758519.980441,2303.0,91,0.165,7.8125,70.98039215686275,37,41.96078431372549
1693758521.450682,2606.0,90,0.815,6.25,74.11764705882354,37,42.352941176470594
1693758522.8905,2918.0,90,0.845,3.125,68.62745098039215,37,8.627450980392158
1693758524.301168,3088.0,27,0.85,0.0,17.647058823529413,36,19.607843137254903
1693758525.771043,2165.0,75,0.235,9.375,52.54901960784314,36,25.88235294117647
1693758527.211183,2257.0,77,0.205,3.125,55.68627450980392,36,27.058823529411768
1693758528.680716,2353.0,50,0.865,-1.5625,27.058823529411768,36,19.215686274509807
1693758530.150798,2371.0,59,0.445,4.6875,33.333333333333336,36,20.0
1693758531.620879,2403.0,60,0.315,4.6875,34.90196078431373,36,20.3921568627451
1693758533.090964,2444.0,61,0.77,0.0,33.333333333333336,36,20.3921568627451
1693758534.501279,2474.0,56,0.73,-3.90625,29.80392156862745,36,18.43137254901961
1693758535.940886,2493.0,53,0.19,0.78125,28.23529411764706,36,18.43137254901961
1693758537.440718,2498.0,60,0.105,5.46875,47.84313725490196,37,25.88235294117647
1693758538.88106,2548.0,78,0.125,-0.78125,45.490196078431374,37,25.88235294117647
1693758540.353645,2611.0,78,0.305,-3.90625,45.490196078431374,38,25.88235294117647
1693758541.79147,2672.0,77,0.82,-3.90625,45.490196078431374,38,25.88235294117647
1693758543.231587,2715.0,64,0.055,-3.125,34.90196078431373,39,21.176470588235297
1693758544.733441,2746.0,59,0.825,2.34375,34.90196078431373,39,21.176470588235297
1693758546.171391,2762.0,60,0.125,0.78125,34.90196078431373,39,21.176470588235297
1693758547.644048,2776.0,60,0.845,0.0,34.90196078431373,39,21.176470588235297
1693758549.142203,2792.0,60,0.1,1.5625,34.90196078431373,39,17.254901960784316
1693758550.640869,2786.0,48,0.815,-3.125,25.098039215686278,39,17.254901960784316
1693758552.111561,2772.0,50,0.12,-0.78125,27.058823529411768,39,17.647058823529413
1693758553.55465,2758.0,35,0.88,-5.46875,17.647058823529413,39,8.627450980392158
1693758555.023915,2670.0,29,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758556.521055,2483.0,27,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758557.992026,2034.0,27,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758559.464555,1673.0,34,0.0,0.0,17.647058823529413,38,8.627450980392158
1693758560.93141,1041.0,50,0.045,3.125,22.35294117647059,38,8.627450980392158
1693758562.371025,1116.0,42,0.855,-0.78125,18.823529411764707,38,8.627450980392158
1693758563.901567,1003.0,45,0.8,-1.5625,22.35294117647059,38,8.627450980392158
1693758565.341287,1007.0,44,0.715,-1.5625,42.352941176470594,38,21.176470588235297
1693758566.843314,1415.0,85,0.06,3.90625,63.529411764705884,38,32.54901960784314
1693758568.311149,3142.0,34,0.915,3.125,17.647058823529413,38,8.627450980392158
1693758569.751181,2109.0,52,0.06,3.90625,63.529411764705884,38,38.43137254901961
1693758571.281898,2305.0,90,0.48,8.59375,38.43137254901961,38,8.627450980392158
1693758572.754126,2664.0,29,0.78,0.0,17.647058823529413,37,16.862745098039216
1693758574.19155,2530.0,56,0.835,3.90625,31.372549019607845,37,19.215686274509807
1693758575.661921,2692.0,53,0.77,3.90625,23.529411764705884,37,12.941176470588236
1693758577.102027,2808.0,28,0.845,-6.25,17.647058823529413,37,14.11764705882353
1693758578.571762,2729.0,40,0.665,6.25,17.647058823529413,37,8.627450980392158
1693758580.04166,2548.0,28,0.0,0.0,17.647058823529413,37,8.627450980392158
1693758581.481333,2106.0,27,0.0,0.0,22.35294117647059,37,21.96078431372549
1693758582.981523,2053.0,71,0.72,9.375,45.490196078431374,37,23.92156862745098
1693758584.421712,2564.0,71,0.315,3.125,45.490196078431374,37,25.88235294117647
1693758585.921852,3049.0,68,0.185,2.34375,31.372549019607845,37,8.627450980392158
1693758587.391441,2999.0,30,0.0,0.0,27.058823529411768,37,32.54901960784314
1693758588.861428,2205.0,89,0.745,3.90625,70.98039215686275,37,38.43137254901961
1693758590.361791,2518.0,89,0.17,7.03125,68.62745098039215,36,35.294117647058826
1693758591.831757,2841.0,85,0.135,6.25,45.490196078431374,36,8.627450980392158
1693758593.271944,2885.0,27,0.055,0.0,17.647058823529413,36,13.725490196078432
1693758594.771813,2034.0,51,0.065,5.46875,31.372549019607845,36,18.43137254901961
1693758596.212097,2104.0,55,0.785,2.34375,29.80392156862745,36,16.07843137254902
1693758597.68222,2131.0,45,0.8,0.0,23.529411764705884,36,14.901960784313726
1693758599.154849,2127.0,42,0.845,2.34375,17.647058823529413,36,8.627450980392158
1693758600.621867,2081.0,25,0.05,0.0,17.647058823529413,36,8.627450980392158
1693758602.092942,1952.0,28,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758603.531831,1555.0,72,0.915,-3.125,17.647058823529413,36,8.627450980392158
1693758605.004839,2292.0,28,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758606.475109,2076.0,32,0.0,0.0,17.647058823529413,36,16.47058823529412
1693758607.911919,1926.0,53,0.81,2.34375,34.90196078431373,36,19.607843137254903
1693758609.38454,2071.0,61,0.125,6.25,22.35294117647059,36,8.627450980392158
1693758610.852453,2386.0,68,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758612.322297,2986.0,28,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758613.852489,2158.0,27,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758615.322354,1215.0,42,0.875,-1.5625,25.098039215686278,36,35.294117647058826
1693758616.762416,1400.0,93,0.055,4.6875,74.11764705882354,36,58.03921568627452
1693758618.231843,2264.0,93,0.07,10.15625,74.11764705882354,36,43.529411764705884
1693758619.672079,3016.0,34,0.925,3.90625,17.647058823529413,36,8.627450980392158
1693758621.142408,2134.0,57,0.865,3.125,68.62745098039215,36,44.70588235294118
1693758622.642264,2168.0,92,0.83,7.8125,74.11764705882354,36,52.156862745098046
1693758624.082013,2482.0,92,0.16,14.84375,74.11764705882354,36,55.294117647058826
1693758625.552115,2834.0,92,0.145,10.15625,78.03921568627452,36,51.76470588235294
1693758626.992301,3143.0,32,0.925,-1.5625,17.647058823529413,36,8.627450980392158
1693758628.432547,2119.0,42,0.035,3.90625,52.54901960784314,36,29.01960784313726
1693758629.902366,2287.0,83,0.735,7.03125,63.529411764705884,36,30.98039215686275
1693758631.342196,2391.0,84,0.735,6.25,63.529411764705884,36,31.372549019607845
1693758632.812065,2498.0,83,0.825,2.34375,43.92156862745098,35,22.745098039215687
1693758634.254902,2568.0,66,0.065,0.78125,38.43137254901961,35,19.607843137254903
1693758635.692322,2588.0,38,0.86,-7.03125,17.647058823529413,35,16.07843137254902
1693758637.162868,2548.0,44,0.535,5.46875,22.35294117647059,36,15.686274509803923
1693758638.632195,2519.0,43,0.075,3.125,22.35294117647059,36,15.686274509803923
1693758640.102561,2456.0,42,0.85,1.5625,18.823529411764707,36,8.627450980392158
1693758641.572293,2385.0,25,0.05,0.0,17.647058823529413,36,8.627450980392158
1693758643.073091,2207.0,27,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758644.542931,1870.0,50,0.02,0.0,17.647058823529413,36,8.627450980392158
1693758646.012939,2688.0,29,0.0,0.0,17.647058823529413,36,13.725490196078432
1693758647.452332,2520.0,38,0.06,6.25,18.823529411764707,36,14.11764705882353
1693758648.952859,2510.0,39,0.75,3.125,18.823529411764707,36,14.11764705882353
1693758650.392393,2490.0,38,0.15,7.8125,27.058823529411768,36,21.176470588235297
1693758651.863456,2542.0,69,0.895,4.6875,43.92156862745098,36,31.372549019607845
1693758653.332331,2717.0,86,0.41,1.5625,52.54901960784314,36,27.84313725490196
1693758654.802427,2915.0,31,0.905,-5.46875,17.647058823529413,36,10.19607843137255
1693758656.275645,2872.0,38,0.085,6.25,20.784313725490197,36,15.686274509803923
1693758657.743355,2783.0,44,0.46,0.0,27.058823529411768,36,19.215686274509807
1693758659.245408,2815.0,57,0.145,1.5625,31.372549019607845,36,27.84313725490196
1693758660.713022,2924.0,85,0.055,3.90625,60.7843137254902,37,36.86274509803922
1693758662.15204,3125.0,43,0.91,1.5625,17.647058823529413,37,8.627450980392158
1693758663.652503,2152.0,30,0.0,0.0,17.647058823529413,37,21.96078431372549
1693758665.092767,2140.0,75,0.775,10.15625,52.54901960784314,37,18.823529411764707
1693758666.565619,2170.0,53,0.735,-0.78125,29.80392156862745,37,9.411764705882353
1693758668.034937,2149.0,27,0.8,-3.90625,17.647058823529413,36,8.627450980392158
1693758669.50514,2040.0,29,0.0,0.78125,23.529411764705884,36,22.35294117647059
1693758670.943755,1964.0,72,0.57,1.5625,42.352941176470594,36,8.627450980392158
1693758672.413099,1955.0,30,0.855,-3.90625,17.647058823529413,36,8.627450980392158
1693758673.882945,1830.0,29,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758675.35362,1262.0,40,0.895,0.78125,17.647058823529413,36,8.627450980392158
1693758676.793432,1013.0,44,0.74,-3.90625,22.35294117647059,36,8.627450980392158
1693758678.262976,990.0,46,0.815,-2.34375,20.784313725490197,36,8.627450980392158
1693758679.763241,982.0,46,0.28,3.125,20.784313725490197,36,8.627450980392158
1693758681.263155,993.0,46,0.055,-2.34375,22.35294117647059,36,8.627450980392158
1693758682.733259,1027.0,45,0.77,-5.46875,22.35294117647059,36,8.627450980392158
1693758684.203646,1009.0,44,0.845,-3.125,18.823529411764707,36,8.627450980392158
1693758685.673068,994.0,45,0.13,0.0,20.784313725490197,36,18.43137254901961
1693758687.14257,1361.0,73,0.115,5.46875,60.7843137254902,36,32.94117647058824
1693758688.642234,2369.0,85,0.78,9.375,50.196078431372555,36,8.627450980392158
1693758690.082949,3187.0,27,0.005,0.0,17.647058823529413,36,20.0
1693758691.583154,1824.0,80,0.83,3.90625,63.529411764705884,36,28.23529411764706
1693758693.053266,2318.0,71,0.395,-3.125,43.92156862745098,36,18.823529411764707
1693758694.553645,2629.0,51,0.275,-4.6875,28.23529411764706,36,21.96078431372549
1693758696.023714,2807.0,63,0.275,-1.5625,40.392156862745104,36,16.47058823529412
1693758697.433738,3017.0,29,0.9,-3.90625,17.647058823529413,36,16.07843137254902
1693758698.936155,1916.0,75,0.425,7.03125,70.98039215686275,36,38.03921568627451
1693758700.373142,2132.0,90,0.165,7.8125,70.98039215686275,36,33.72549019607843
1693758701.873018,2433.0,83,0.695,5.46875,50.196078431372555,36,32.15686274509804
1693758703.343277,2663.0,87,0.195,3.90625,52.54901960784314,36,34.11764705882353
1693758704.843308,2872.0,80,0.9,1.5625,17.647058823529413,36,8.627450980392158
1693758706.343424,2372.0,33,0.005,1.5625,36.86274509803922,36,22.35294117647059
1693758707.903376,2084.0,69,0.16,7.8125,45.490196078431374,36,22.745098039215687
1693758709.343542,2156.0,69,0.705,0.0,34.90196078431373,36,8.627450980392158
1693758710.813825,2167.0,28,0.83,-4.6875,17.647058823529413,36,12.15686274509804
1693758712.283514,2064.0,27,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758713.75324,1935.0,28,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758715.193765,1818.0,31,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758716.633974,1491.0,42,0.025,2.34375,20.784313725490197,36,8.627450980392158
1693758718.104262,1213.0,42,0.875,-2.34375,18.823529411764707,36,8.627450980392158
1693758719.574071,1052.0,41,0.835,-2.34375,17.647058823529413,36,8.627450980392158
1693758721.104055,1490.0,63,0.55,0.78125,45.490196078431374,36,34.90196078431373
1693758722.544,1967.0,91,0.385,10.9375,74.11764705882354,36,47.84313725490196
1693758723.983441,2784.0,91,0.795,5.46875,78.03921568627452,36,8.627450980392158
1693758725.485772,3368.0,26,0.0,0.0,17.647058823529413,36,22.745098039215687
1693758726.923799,2163.0,80,0.83,6.25,58.03921568627452,36,28.23529411764706
1693758728.363698,2422.0,78,0.645,5.46875,45.490196078431374,36,25.88235294117647
1693758729.833661,2646.0,70,0.855,-1.5625,25.098039215686278,36,8.627450980392158
1693758731.30422,2704.0,35,0.095,3.125,18.823529411764707,36,8.627450980392158
1693758732.774931,2718.0,26,0.015,0.0,17.647058823529413,36,8.627450980392158
1693758734.24375,2570.0,28,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758735.654177,2328.0,27,0.0,0.0,17.647058823529413,36,48.235294117647065
1693758737.12428,3310.0,25,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758738.534326,3141.0,25,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758740.003925,2723.0,27,0.0,0.0,17.647058823529413,36,14.901960784313726
1693758741.444122,2522.0,45,0.2,9.375,29.80392156862745,36,23.92156862745098
1693758742.886879,2695.0,71,0.145,7.03125,47.84313725490196,36,26.666666666666668
1693758744.354158,3021.0,70,0.83,3.90625,47.84313725490196,36,8.627450980392158
1693758745.794585,3281.0,25,0.845,0.0,17.647058823529413,36,20.3921568627451
1693758747.234684,1999.0,81,0.655,7.8125,63.529411764705884,36,30.58823529411765
1693758748.673851,2188.0,79,0.85,5.46875,17.647058823529413,36,8.627450980392158
1693758750.1137,2140.0,26,0.62,-5.46875,17.647058823529413,36,8.627450980392158
1693758751.494003,1805.0,93,0.63,-2.34375,17.647058823529413,36,8.627450980392158
1693758752.93667,2794.0,29,0.0,0.0,17.647058823529413,36,17.254901960784316
1693758754.40446,2517.0,52,0.845,4.6875,29.80392156862745,36,18.43137254901961
1693758755.87402,2676.0,54,0.565,6.25,23.529411764705884,36,8.627450980392158
1693758757.344628,2611.0,27,0.045,0.0,17.647058823529413,36,16.47058823529412
1693758758.784845,2492.0,49,0.83,3.90625,27.058823529411768,36,16.47058823529412
1693758760.284733,2569.0,52,0.095,5.46875,29.80392156862745,36,18.823529411764707
1693758761.724226,2748.0,47,0.885,-3.125,17.647058823529413,36,10.588235294117649
1693758763.166818,2749.0,45,0.04,0.78125,28.23529411764706,36,18.43137254901961
1693758764.63711,2815.0,60,0.13,5.46875,47.84313725490196,36,29.80392156862745
1693758766.076001,3261.0,29,0.88,-5.46875,17.647058823529413,36,8.627450980392158
1693758767.544685,2084.0,53,0.05,4.6875,43.92156862745098,36,27.450980392156865
1693758768.983908,2159.0,80,0.16,6.25,60.7843137254902,36,28.627450980392158
1693758770.426156,2363.0,79,0.765,-3.90625,36.86274509803922,36,20.0
1693758771.865082,2479.0,59,0.06,-0.78125,31.372549019607845,36,23.529411764705884
1693758773.33639,2550.0,70,0.855,1.5625,23.529411764705884,36,18.03921568627451
1693758774.836814,2594.0,54,0.78,1.5625,33.333333333333336,36,22.35294117647059
1693758776.274723,2664.0,66,0.2,4.6875,40.392156862745104,36,23.529411764705884
1693758777.714635,2776.0,67,0.19,3.125,40.392156862745104,36,24.31372549019608
1693758779.184354,2887.0,68,0.22,5.46875,43.92156862745098,36,25.490196078431374
1693758780.687202,2987.0,70,0.16,3.90625,25.098039215686278,36,8.627450980392158
1693758782.125156,2815.0,27,0.0,0.0,17.647058823529413,36,10.980392156862745
1693758783.594425,2123.0,59,0.06,5.46875,52.54901960784314,36,26.666666666666668
1693758785.065221,2073.0,70,0.905,3.90625,17.647058823529413,36,8.627450980392158
1693758786.535168,2023.0,27,0.715,-4.6875,17.647058823529413,36,8.627450980392158
1693758788.006316,1891.0,29,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758789.444589,1477.0,37,0.045,3.125,17.647058823529413,36,8.627450980392158
1693758790.857687,1093.0,42,0.84,-0.78125,20.784313725490197,36,8.627450980392158
1693758792.355118,992.0,45,0.67,-1.5625,22.35294117647059,36,8.627450980392158
1693758793.827764,1002.0,46,0.57,0.78125,20.784313725490197,36,8.627450980392158
1693758795.356813,973.0,46,0.1,0.0,22.35294117647059,36,8.627450980392158
1693758796.767616,1006.0,45,0.14,-0.78125,20.784313725490197,36,8.627450980392158
1693758798.267538,963.0,47,0.185,0.78125,20.784313725490197,36,8.627450980392158
1693758799.765899,977.0,43,0.13,-1.5625,18.823529411764707,36,8.627450980392158
1693758801.237879,897.0,43,0.05,-0.78125,20.784313725490197,36,8.627450980392158
1693758802.737797,953.0,41,0.83,-5.46875,20.784313725490197,36,8.627450980392158
1693758804.176393,921.0,43,0.095,1.5625,18.823529411764707,36,8.627450980392158
1693758805.645434,919.0,42,0.075,-3.90625,22.35294117647059,36,8.627450980392158
1693758807.115159,958.0,42,0.85,-1.5625,20.784313725490197,36,18.823529411764707
1693758808.554775,1363.0,70,0.66,-0.78125,50.196078431372555,36,27.84313725490196
1693758810.053948,1946.0,85,0.81,3.90625,60.7843137254902,36,25.88235294117647
1693758811.493998,3268.0,26,0.87,-3.90625,17.647058823529413,36,10.980392156862745
1693758812.994881,1936.0,50,0.06,5.46875,52.54901960784314,36,32.15686274509804
1693758814.465067,2272.0,86,0.465,2.34375,63.529411764705884,36,32.94117647058824
1693758815.905116,2892.0,83,0.13,6.25,42.352941176470594,36,8.627450980392158
1693758817.376748,3055.0,26,0.0,0.0,17.647058823529413,35,14.50980392156863
1693758818.785365,1933.0,49,0.835,2.34375,27.058823529411768,36,16.07843137254902
1693758820.285545,1911.0,49,0.205,0.0,43.92156862745098,36,22.35294117647059
1693758821.755469,1997.0,68,0.09,3.90625,43.92156862745098,36,22.35294117647059
1693758823.225909,2112.0,67,0.2,3.90625,40.392156862745104,35,17.647058823529413
1693758824.695266,2184.0,51,0.12,3.125,33.333333333333336,35,23.529411764705884
1693758826.135548,2260.0,69,0.79,0.78125,45.490196078431374,35,23.92156862745098
1693758827.605471,2390.0,76,0.85,-7.8125,45.490196078431374,36,23.137254901960787
1693758829.105309,2507.0,50,0.895,-6.25,17.647058823529413,36,8.627450980392158
1693758830.576456,2390.0,27,0.0,0.0,17.647058823529413,36,16.862745098039216
1693758832.015039,2308.0,48,0.82,0.0,27.058823529411768,36,17.647058823529413
1693758833.515309,2316.0,51,0.24,-2.34375,31.372549019607845,36,18.823529411764707
1693758834.955521,2358.0,58,0.185,-2.34375,31.372549019607845,36,19.607843137254903
1693758836.425194,2389.0,54,0.085,3.125,28.23529411764706,36,16.07843137254902
1693758837.896071,2390.0,37,0.215,-5.46875,18.823529411764707,36,8.627450980392158
1693758839.365806,2235.0,25,0.025,0.0,17.647058823529413,36,8.627450980392158
1693758840.836058,1673.0,93,0.86,-3.125,17.647058823529413,36,8.627450980392158
1693758842.278406,2660.0,28,0.0,0.0,17.647058823529413,36,8.627450980392158
1693758843.716154,1973.0,27,0.0,0.0,17.647058823529413,36,13.333333333333334
1693758845.185556,1536.0,33,0.055,3.125,18.823529411764707,36,8.627450980392158
1693758846.625782,1014.0,47,0.05,7.03125,20.784313725490197,36,8.627450980392158
1693758848.09549,1027.0,44,0.83,7.03125,20.784313725490197,36,14.11764705882353
1693758849.535564,1046.0,68,0.04,11.71875,42.352941176470594,36,21.176470588235297
1693758851.006081,1268.0,82,0.055,14.0625,63.529411764705884,36,31.372549019607845
1693758852.508654,2804.0,79,0.835,8.59375,17.647058823529413,36,8.627450980392158
1693758853.946128,2845.0,31,0.0,0.0,25.098039215686278,36,29.01960784313726
1693758855.415655,1881.0,90,0.055,13.28125,70.98039215686275,36,39.6078431372549
1693758856.855815,2521.0,88,0.83,9.375,58.03921568627452,36,13.725490196078432
1693758858.325411,2829.0,31,0.16,-2.34375,17.647058823529413,36,8.627450980392158
1693758859.765515,2509.0,28,0.0,0.0,18.823529411764707,36,15.686274509803923
1693758861.205632,2441.0,54,0.155,11.71875,38.43137254901961,36,24.31372549019608
1693758862.646736,2711.0,69,0.125,12.5,29.80392156862745,36,8.627450980392158
1693758864.147401,2840.0,28,0.0,0.0,20.784313725490197,36,23.92156862745098
1693758865.586268,1901.0,80,0.08,11.71875,60.7843137254902,36,27.450980392156865
1693758867.056076,2098.0,80,0.13,13.28125,58.03921568627452,36,28.23529411764706
1693758868.496186,2357.0,79,0.645,7.8125,58.03921568627452,36,28.23529411764706
1693758869.965711,2530.0,82,0.83,7.03125,45.490196078431374,36,23.92156862745098
1693758871.435716,2656.0,36,0.89,4.6875,17.647058823529413,36,16.07843137254902
1693758872.875529,2635.0,47,0.125,9.375,27.058823529411768,36,17.647058823529413
1693758874.316133,2648.0,53,0.1,10.9375,25.098039215686278,36,11.764705882352942
1693758875.84618,2601.0,36,0.065,6.25,18.823529411764707,36,14.50980392156863
1693758877.285789,2539.0,41,0.77,7.8125,23.529411764705884,36,16.47058823529412
