TIME,MAP (kPa),Engine speed (RPM),Oxygen sensor 1 (V),Oxygen sensor 1 (%),Oxygen sensor 2 (V),Oxygen sensor 2 (%),Fuel system operation mode
1711131315.320103,40,2387.0,0.83,3.125,0.11,0.78125,CLOSED_LOOP
1711131316.580821,41,2386.0,0.765,1.5625,0.12,0.78125,CLOSED_LOOP
1711131317.870742,55,2388.0,0.785,1.5625,0.135,0.78125,CLOSED_LOOP
1711131319.100855,67,2390.0,0.075,2.34375,0.15,0.78125,CLOSED_LOOP
1711131320.361928,69,2385.0,0.095,0.78125,0.155,0.78125,CLOSED_LOOP
1711131321.591303,71,2371.0,0.885,0.0,0.16,0.78125,CLOSED_LOOP
1711131322.79279,33,2318.0,0.05,-3.125,0.16,0.78125,CLOSED_LOOP
1711131324.050962,34,2291.0,0.04,-0.78125,0.16,0.78125,CLOSED_LOOP
1711131325.280382,54,2308.0,0.905,0.0,0.16,0.78125,CLOSED_LOOP
1711131326.511566,26,2303.0,0.065,0.0,0.135,0.78125,OPEN_LOOP
1711131327.744689,35,2349.0,0.045,3.90625,0.07,0.78125,CLOSED_LOOP
1711131329.031055,38,2367.0,0.89,2.34375,0.11,0.78125,CLOSED_LOOP
1711131330.261013,24,2356.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131331.490986,34,2337.0,0.0,0.0,0.015,0.78125,CLOSED_LOOP
1711131332.870778,45,2370.0,0.87,9.375,0.095,0.78125,CLOSED_LOOP
1711131334.071513,49,2389.0,0.76,5.46875,0.115,0.78125,CLOSED_LOOP
1711131335.301087,54,2408.0,0.87,3.125,0.13,0.78125,CLOSED_LOOP
1711131336.561851,34,2405.0,0.8,-8.59375,0.135,0.78125,OPEN_LOOP
1711131337.821084,37,2364.0,0.06,5.46875,0.105,0.78125,CLOSED_LOOP
1711131339.111131,38,2396.0,0.865,-4.6875,0.13,0.78125,CLOSED_LOOP
1711131340.341885,27,2385.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131341.570907,27,1879.0,0.86,2.34375,0.105,0.78125,OPEN_LOOP
1711131342.770627,27,2599.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131344.032402,26,2902.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131345.231284,26,2829.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131346.430664,27,2774.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131347.661604,35,2747.0,0.105,6.25,0.08,0.78125,CLOSED_LOOP
1711131348.890614,41,2809.0,0.68,9.375,0.105,0.78125,CLOSED_LOOP
1711131350.152039,49,2848.0,0.8,2.34375,0.125,0.78125,CLOSED_LOOP
1711131351.380211,53,2887.0,0.59,0.78125,0.135,0.78125,CLOSED_LOOP
1711131352.701425,54,2896.0,0.82,3.125,0.145,0.78125,CLOSED_LOOP
1711131353.931952,55,2915.0,0.775,0.0,0.155,0.78125,CLOSED_LOOP
1711131355.191223,56,2964.0,0.12,1.5625,0.16,0.78125,CLOSED_LOOP
1711131356.451695,27,2987.0,0.885,0.0,0.15,0.78125,CLOSED_LOOP
1711131357.681103,40,2939.0,0.845,1.5625,0.16,0.78125,CLOSED_LOOP
1711131358.970447,51,2943.0,0.86,3.125,0.165,0.78125,CLOSED_LOOP
1711131360.291665,36,3010.0,0.91,-6.25,0.165,0.78125,OPEN_LOOP
1711131361.551738,29,1713.0,0.035,1.5625,0.075,0.78125,OPEN_LOOP
1711131362.811101,24,2303.0,0.005,0.0,0.005,0.78125,OPEN_LOOP
1711131364.041134,28,2264.0,0.02,2.34375,0.045,0.78125,CLOSED_LOOP
1711131365.241143,28,2290.0,0.825,-3.125,0.095,0.78125,OPEN_LOOP
1711131366.470946,27,2283.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131367.700378,26,2280.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131368.902347,26,2275.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131370.131375,26,2252.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131371.391275,26,2221.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131372.650862,25,2173.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131373.910322,26,2132.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131375.17071,66,3498.0,0.91,0.0,0.085,0.78125,OPEN_LOOP
1711131376.462032,28,2530.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131377.751627,27,2419.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131379.07084,27,2389.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131380.300919,27,2350.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131381.591118,26,2086.0,0.0,0.0,0.07,0.78125,OPEN_LOOP
1711131382.850985,25,2896.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131384.171355,27,2790.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131385.402231,27,2660.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131386.630268,33,2601.0,0.015,2.34375,0.035,0.78125,CLOSED_LOOP
1711131387.830777,39,2646.0,0.805,8.59375,0.085,0.78125,CLOSED_LOOP
1711131389.03174,26,2638.0,0.03,0.0,0.095,0.78125,OPEN_LOOP
1711131390.291982,36,2606.0,0.045,4.6875,0.06,0.78125,CLOSED_LOOP
1711131391.521049,41,2647.0,0.735,3.125,0.105,0.78125,CLOSED_LOOP
1711131392.781327,42,2718.0,0.395,0.78125,0.115,0.78125,CLOSED_LOOP
1711131394.041354,27,2737.0,0.06,0.0,0.115,0.78125,CLOSED_LOOP
1711131395.300815,38,2703.0,0.735,8.59375,0.105,0.78125,CLOSED_LOOP
1711131396.560066,38,2750.0,0.87,0.0,0.115,0.78125,OPEN_LOOP
1711131397.881473,28,2698.0,0.02,3.125,0.045,0.78125,CLOSED_LOOP
1711131399.170201,42,2722.0,0.875,6.25,0.115,0.78125,CLOSED_LOOP
1711131400.430972,53,2749.0,0.79,3.125,0.13,0.78125,CLOSED_LOOP
1711131401.691964,75,2854.0,0.83,-2.34375,0.15,0.78125,CLOSED_LOOP
1711131402.980966,84,2994.0,0.84,0.78125,0.16,0.78125,CLOSED_LOOP
1711131404.210823,84,3149.0,0.76,-3.90625,0.175,0.78125,CLOSED_LOOP
1711131405.472165,25,3120.0,0.86,0.0,0.16,0.78125,OPEN_LOOP
1711131406.731336,38,2234.0,0.035,4.6875,0.055,0.78125,CLOSED_LOOP
1711131407.931544,86,2270.0,0.125,5.46875,0.145,0.78125,CLOSED_LOOP
1711131409.16278,87,2370.0,0.705,8.59375,0.175,0.78125,CLOSED_LOOP
1711131410.4205,59,2431.0,0.905,-7.8125,0.175,0.78125,CLOSED_LOOP
1711131411.652003,27,2370.0,0.015,0.0,0.145,0.78125,CLOSED_LOOP
1711131412.910734,54,2364.0,0.085,10.9375,0.105,0.78125,CLOSED_LOOP
1711131414.142005,74,2421.0,0.92,8.59375,0.15,0.78125,CLOSED_LOOP
1711131415.401238,63,2451.0,0.835,6.25,0.155,0.78125,CLOSED_LOOP
1711131416.630612,49,2444.0,0.765,4.6875,0.16,0.78125,CLOSED_LOOP
1711131417.920561,57,2442.0,0.16,11.71875,0.16,0.78125,CLOSED_LOOP
1711131419.149694,58,2443.0,0.86,6.25,0.16,0.78125,CLOSED_LOOP
1711131420.410169,46,2402.0,0.855,7.8125,0.16,0.78125,CLOSED_LOOP
1711131421.729549,49,2391.0,0.085,2.34375,0.165,0.78125,CLOSED_LOOP
1711131422.988114,54,2400.0,0.895,6.25,0.165,0.78125,CLOSED_LOOP
1711131424.249477,31,2382.0,0.05,2.34375,0.165,0.78125,CLOSED_LOOP
1711131425.508005,50,2353.0,0.075,7.8125,0.165,0.78125,CLOSED_LOOP
1711131426.768442,53,2364.0,0.905,9.375,0.17,0.78125,CLOSED_LOOP
1711131428.028278,28,2307.0,0.645,0.0,0.14,0.78125,OPEN_LOOP
1711131429.287501,94,3282.0,0.01,0.0,0.145,0.78125,OPEN_LOOP
1711131430.486293,28,2807.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131431.716651,31,2642.0,0.0,1.5625,0.045,0.78125,CLOSED_LOOP
1711131433.007752,56,2650.0,0.31,8.59375,0.075,0.78125,CLOSED_LOOP
1711131434.207626,79,2760.0,0.06,8.59375,0.125,0.78125,CLOSED_LOOP
1711131435.436064,89,2925.0,0.85,14.0625,0.145,0.78125,CLOSED_LOOP
1711131436.665908,95,3165.0,0.895,0.0,0.765,0.78125,OPEN_LOOP
1711131437.866002,95,3412.0,0.905,0.0,0.91,0.78125,OPEN_LOOP
1711131439.096468,95,3609.0,0.895,0.0,0.905,0.78125,OPEN_LOOP
1711131440.295303,95,3765.0,0.88,0.0,0.89,0.78125,OPEN_LOOP
1711131441.556075,95,3908.0,0.875,0.0,0.885,0.78125,OPEN_LOOP
1711131442.756868,95,3970.0,0.945,-7.03125,0.91,0.78125,OPEN_LOOP
1711131444.016856,26,2640.0,0.025,2.34375,0.755,0.78125,OPEN_LOOP
1711131445.275512,95,2642.0,0.065,0.0,0.095,0.78125,OPEN_LOOP
1711131446.505693,95,2692.0,0.085,0.0,0.14,0.78125,CLOSED_LOOP
1711131447.765805,37,2624.0,0.88,-8.59375,0.16,0.78125,OPEN_LOOP
1711131449.05561,30,2446.0,0.0,0.0,0.015,0.78125,CLOSED_LOOP
1711131450.315783,58,2358.0,0.845,5.46875,0.115,0.78125,CLOSED_LOOP
1711131451.545069,78,2367.0,0.83,0.0,0.14,0.78125,CLOSED_LOOP
1711131452.804407,86,2401.0,0.155,3.90625,0.155,0.78125,CLOSED_LOOP
1711131454.036513,33,2382.0,0.78,-3.90625,0.15,0.78125,CLOSED_LOOP
1711131455.296799,43,2356.0,0.125,7.03125,0.155,0.78125,CLOSED_LOOP
1711131456.555391,29,2289.0,0.845,-2.34375,0.155,0.78125,CLOSED_LOOP
1711131457.755252,67,2277.0,0.065,9.375,0.16,0.78125,CLOSED_LOOP
1711131458.985623,77,2321.0,0.84,11.71875,0.17,0.78125,CLOSED_LOOP
1711131460.214376,84,2383.0,0.795,1.5625,0.175,0.78125,CLOSED_LOOP
1711131461.414798,39,2395.0,0.865,-0.78125,0.175,0.78125,CLOSED_LOOP
1711131462.675358,59,2385.0,0.695,3.90625,0.175,0.78125,CLOSED_LOOP
1711131463.965844,68,2413.0,0.07,5.46875,0.18,0.78125,CLOSED_LOOP
1711131465.19463,68,2440.0,0.795,9.375,0.19,0.78125,CLOSED_LOOP
1711131466.454582,32,2412.0,0.865,-2.34375,0.185,0.78125,OPEN_LOOP
1711131467.71429,28,2330.0,0.0,0.0,0.02,0.78125,CLOSED_LOOP
1711131468.975386,47,2339.0,0.81,2.34375,0.105,0.78125,CLOSED_LOOP
1711131470.235207,28,2347.0,0.07,0.78125,0.115,0.78125,OPEN_LOOP
1711131471.464694,28,2312.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131472.694234,95,3844.0,0.0,0.0,0.005,0.78125,OPEN_LOOP
1711131473.955154,28,3135.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131475.214064,25,2999.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131476.414462,25,2926.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131477.645551,26,2852.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131478.87514,26,2774.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131480.104295,27,2689.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131481.334661,27,2574.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131482.533344,27,2468.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131483.733106,27,2370.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131484.964896,26,1763.0,0.815,0.0,0.1,0.78125,OPEN_LOOP
1711131486.19517,24,2929.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131487.484512,23,3162.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131488.715696,24,2941.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131490.003805,40,2901.0,0.72,7.03125,0.09,0.78125,CLOSED_LOOP
1711131491.265016,42,3132.0,0.535,5.46875,0.105,0.78125,CLOSED_LOOP
1711131492.464445,39,3305.0,0.895,7.03125,0.115,0.78125,OPEN_LOOP
1711131493.788205,24,3149.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131494.984106,27,2772.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131496.214312,27,2347.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131497.475052,28,2079.0,0.0,1.5625,0.03,0.78125,CLOSED_LOOP
1711131498.704388,94,2422.0,0.175,1.5625,0.05,0.78125,CLOSED_LOOP
1711131499.904811,37,2959.0,0.92,-0.78125,0.105,0.78125,OPEN_LOOP
1711131501.135189,38,1819.0,0.03,3.125,0.035,0.78125,CLOSED_LOOP
1711131502.395775,36,1708.0,0.915,1.5625,0.095,0.78125,CLOSED_LOOP
1711131503.625336,32,1603.0,0.885,-5.46875,0.11,0.78125,OPEN_LOOP
1711131504.914571,31,2277.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131506.173603,31,2257.0,0.03,3.125,0.035,0.78125,CLOSED_LOOP
1711131507.464708,72,2526.0,0.78,3.90625,0.115,0.78125,CLOSED_LOOP
1711131508.815552,44,2907.0,0.915,-0.78125,0.12,0.78125,CLOSED_LOOP
1711131510.104678,37,2939.0,0.815,2.34375,0.13,0.78125,CLOSED_LOOP
1711131511.33526,41,2993.0,0.06,6.25,0.14,0.78125,CLOSED_LOOP
1711131512.564866,58,3224.0,0.805,5.46875,0.155,0.78125,CLOSED_LOOP
1711131513.824265,57,3602.0,0.75,9.375,0.17,0.78125,CLOSED_LOOP
1711131515.054599,25,3840.0,0.835,0.0,0.175,0.78125,OPEN_LOOP
1711131516.344077,30,2457.0,0.0,0.0,0.025,0.78125,CLOSED_LOOP
1711131517.544633,54,2477.0,0.815,1.5625,0.11,0.78125,CLOSED_LOOP
1711131518.743937,72,2615.0,0.84,-3.125,0.13,0.78125,CLOSED_LOOP
1711131519.944671,55,2711.0,0.865,-7.03125,0.14,0.78125,CLOSED_LOOP
1711131521.174903,41,2736.0,0.08,5.46875,0.145,0.78125,CLOSED_LOOP
1711131522.404181,46,2792.0,0.715,6.25,0.15,0.78125,CLOSED_LOOP
1711131523.574838,46,2827.0,0.89,0.0,0.155,0.78125,CLOSED_LOOP
1711131524.866221,29,2823.0,0.035,3.125,0.155,0.78125,CLOSED_LOOP
1711131526.064946,42,2879.0,0.915,3.125,0.155,0.78125,OPEN_LOOP
1711131527.264953,26,2868.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131528.525167,27,2831.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131529.785305,27,2811.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131531.04488,27,2589.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131532.275363,26,2015.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131533.444327,39,1150.0,0.33,5.46875,0.065,0.78125,CLOSED_LOOP
1711131534.704589,45,976.0,0.06,5.46875,0.075,0.78125,CLOSED_LOOP
1711131535.934957,44,990.0,0.795,1.5625,0.095,0.78125,CLOSED_LOOP
1711131537.194625,45,978.0,0.655,6.25,0.105,0.78125,CLOSED_LOOP
1711131538.424492,45,960.0,0.095,4.6875,0.11,0.78125,CLOSED_LOOP
1711131539.684914,43,984.0,0.19,0.78125,0.12,0.78125,CLOSED_LOOP
1711131540.945165,40,897.0,0.79,-2.34375,0.12,0.78125,CLOSED_LOOP
1711131542.204569,42,955.0,0.67,2.34375,0.12,0.78125,CLOSED_LOOP
1711131543.434762,42,904.0,0.05,0.0,0.125,0.78125,CLOSED_LOOP
1711131544.6347,41,948.0,0.875,0.78125,0.13,0.78125,CLOSED_LOOP
1711131545.834023,41,913.0,0.065,-2.34375,0.13,0.78125,CLOSED_LOOP
1711131547.09553,42,937.0,0.83,2.34375,0.13,0.78125,CLOSED_LOOP
1711131548.354213,41,899.0,0.08,-0.78125,0.135,0.78125,CLOSED_LOOP
1711131549.58464,41,959.0,0.875,0.0,0.135,0.78125,CLOSED_LOOP
1711131550.843989,42,904.0,0.04,-0.78125,0.135,0.78125,CLOSED_LOOP
1711131552.044996,42,944.0,0.845,0.0,0.135,0.78125,CLOSED_LOOP
1711131553.274977,43,907.0,0.05,1.5625,0.14,0.78125,CLOSED_LOOP
1711131554.504471,41,958.0,0.87,-0.78125,0.14,0.78125,CLOSED_LOOP
1711131555.795029,41,915.0,0.05,0.0,0.14,0.78125,CLOSED_LOOP
1711131557.056248,42,1079.0,0.07,2.34375,0.145,0.78125,CLOSED_LOOP
1711131558.3159,48,1565.0,0.685,8.59375,0.15,0.78125,CLOSED_LOOP
1711131559.575943,49,1793.0,0.205,1.5625,0.155,0.78125,CLOSED_LOOP
1711131560.834991,71,3076.0,0.815,4.6875,0.17,0.78125,CLOSED_LOOP
1711131562.095347,24,3229.0,0.0,0.0,0.035,0.78125,OPEN_LOOP
1711131563.354542,42,2415.0,0.06,6.25,0.09,0.78125,CLOSED_LOOP
1711131564.554421,66,2829.0,0.815,2.34375,0.13,0.78125,CLOSED_LOOP
1711131565.786153,61,3326.0,0.69,7.03125,0.15,0.78125,CLOSED_LOOP
1711131566.984875,23,2870.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131568.245166,50,2422.0,0.715,8.59375,0.11,0.78125,CLOSED_LOOP
1711131569.445241,61,2655.0,0.91,0.78125,0.125,0.78125,CLOSED_LOOP
1711131570.704903,26,2737.0,0.0,0.0,0.045,0.78125,CLOSED_LOOP
1711131571.96527,30,2791.0,0.895,0.0,0.115,0.78125,OPEN_LOOP
1711131573.225651,27,2879.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131574.514503,26,2907.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131575.774914,26,2863.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131577.035523,28,2517.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131578.295354,30,2531.0,0.0,0.0,0.02,0.78125,CLOSED_LOOP
1711131579.583999,44,2647.0,0.83,5.46875,0.09,0.78125,CLOSED_LOOP
1711131580.844049,28,2713.0,0.565,0.0,0.095,0.78125,OPEN_LOOP
1711131582.135397,36,2644.0,0.065,6.25,0.08,0.78125,CLOSED_LOOP
1711131583.454691,40,2631.0,0.9,3.125,0.11,0.78125,OPEN_LOOP
1711131584.684104,26,2558.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131585.9146,42,2522.0,0.705,8.59375,0.1,0.78125,CLOSED_LOOP
1711131587.144911,56,2618.0,0.615,2.34375,0.12,0.78125,CLOSED_LOOP
1711131588.376543,56,2765.0,0.145,3.90625,0.135,0.78125,CLOSED_LOOP
1711131589.635238,55,2927.0,0.805,2.34375,0.145,0.78125,CLOSED_LOOP
1711131590.864884,53,3115.0,0.145,3.90625,0.15,0.78125,CLOSED_LOOP
1711131592.095551,24,2892.0,0.29,0.0,0.13,0.78125,CLOSED_LOOP
1711131593.355316,28,2362.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131594.674351,33,2385.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131595.905057,39,2443.0,0.905,1.5625,0.08,0.78125,OPEN_LOOP
1711131597.19429,25,2481.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131598.454756,27,2508.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131599.685362,27,2522.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131600.944866,27,2517.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131602.235285,27,2548.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131603.524827,27,2547.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131604.784487,27,2568.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131606.044633,27,2543.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131607.305903,27,2391.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131608.534441,26,2175.0,0.0,0.0,0.065,0.78125,OPEN_LOOP
1711131609.764941,27,2826.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131610.966278,26,2879.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131612.284511,27,2624.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131613.603884,27,2392.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131614.834269,26,2214.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131616.064953,25,2064.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131617.294516,26,1941.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131618.524621,24,3169.0,0.775,-2.34375,0.095,0.78125,CLOSED_LOOP
1711131619.783915,40,2945.0,0.875,6.25,0.105,0.78125,CLOSED_LOOP
1711131621.075256,25,2848.0,0.0,0.0,0.09,0.78125,OPEN_LOOP
1711131622.303782,28,2624.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131623.563878,33,2513.0,0.03,3.90625,0.045,0.78125,CLOSED_LOOP
1711131624.823811,53,2532.0,0.84,5.46875,0.1,0.78125,CLOSED_LOOP
1711131626.055104,61,2738.0,0.85,5.46875,0.125,0.78125,CLOSED_LOOP
1711131627.345308,69,3084.0,0.145,6.25,0.14,0.78125,CLOSED_LOOP
1711131628.605277,71,3381.0,0.865,7.03125,0.16,0.78125,CLOSED_LOOP
1711131629.83544,76,3664.0,0.945,0.0,0.24,0.78125,OPEN_LOOP
1711131631.09565,25,2680.0,0.0,0.0,0.015,0.78125,CLOSED_LOOP
1711131632.294756,75,2166.0,0.835,7.8125,0.13,0.78125,CLOSED_LOOP
1711131633.58462,90,2268.0,0.275,3.90625,0.165,0.78125,CLOSED_LOOP
1711131634.784395,91,2385.0,0.8,7.8125,0.195,0.78125,CLOSED_LOOP
1711131636.014931,92,2471.0,0.13,5.46875,0.23,0.78125,CLOSED_LOOP
1711131637.27457,92,2529.0,0.86,4.6875,0.31,0.78125,CLOSED_LOOP
1711131638.505153,59,2456.0,0.065,-2.34375,0.275,0.78125,CLOSED_LOOP
1711131639.795923,56,2271.0,0.925,-3.125,0.25,0.78125,OPEN_LOOP
1711131641.115521,36,3852.0,0.0,0.0,0.015,0.78125,OPEN_LOOP
1711131642.345854,30,2361.0,0.0,0.0,0.005,0.78125,OPEN_LOOP
1711131643.604865,29,1672.0,0.0,0.78125,0.01,0.78125,CLOSED_LOOP
1711131644.864349,44,1195.0,0.045,4.6875,0.055,0.78125,CLOSED_LOOP
1711131646.124918,85,1101.0,0.83,4.6875,0.1,0.78125,CLOSED_LOOP
1711131647.415444,88,1373.0,0.375,7.8125,0.115,0.78125,CLOSED_LOOP
1711131648.675649,77,1761.0,0.88,1.5625,0.13,0.78125,CLOSED_LOOP
1711131649.904519,33,1682.0,0.895,-5.46875,0.125,0.78125,CLOSED_LOOP
1711131651.165507,65,1690.0,0.04,0.0,0.135,0.78125,CLOSED_LOOP
1711131652.454914,66,2106.0,0.18,4.6875,0.145,0.78125,CLOSED_LOOP
1711131653.684418,70,2499.0,0.835,6.25,0.155,0.78125,CLOSED_LOOP
1711131654.913425,68,2952.0,0.075,3.90625,0.16,0.78125,CLOSED_LOOP
1711131656.174344,26,2977.0,0.515,0.0,0.145,0.78125,CLOSED_LOOP
1711131657.404715,43,2016.0,0.06,6.25,0.08,0.78125,CLOSED_LOOP
1711131658.635368,60,2140.0,0.715,0.78125,0.125,0.78125,CLOSED_LOOP
1711131659.864083,63,2264.0,0.81,3.125,0.14,0.78125,CLOSED_LOOP
1711131661.065405,53,2361.0,0.92,-4.6875,0.145,0.78125,CLOSED_LOOP
1711131662.383923,36,2326.0,0.055,5.46875,0.145,0.78125,CLOSED_LOOP
1711131663.583648,47,2390.0,0.105,6.25,0.15,0.78125,CLOSED_LOOP
1711131664.81575,52,2448.0,0.86,7.03125,0.15,0.78125,CLOSED_LOOP
1711131666.165296,30,2422.0,0.065,-0.78125,0.15,0.78125,CLOSED_LOOP
1711131667.453618,46,2487.0,0.835,6.25,0.155,0.78125,CLOSED_LOOP
1711131668.685589,63,2562.0,0.78,3.125,0.16,0.78125,CLOSED_LOOP
1711131669.945673,63,2716.0,0.815,1.5625,0.165,0.78125,CLOSED_LOOP
1711131671.295755,29,2631.0,0.345,0.0,0.145,0.78125,OPEN_LOOP
1711131672.61416,29,2479.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131673.905513,28,2367.0,0.0,0.0,0.0,0.78125,CLOSED_LOOP
1711131675.134432,41,2349.0,0.105,8.59375,0.08,0.78125,CLOSED_LOOP
1711131676.366884,44,2406.0,0.21,9.375,0.105,0.78125,CLOSED_LOOP
1711131677.596236,65,2554.0,0.83,3.90625,0.125,0.78125,CLOSED_LOOP
1711131678.85457,67,2690.0,0.185,3.90625,0.14,0.78125,CLOSED_LOOP
1711131680.054504,66,2813.0,0.635,7.8125,0.145,0.78125,CLOSED_LOOP
1711131681.314885,65,2923.0,0.46,1.5625,0.15,0.78125,CLOSED_LOOP
1711131682.574396,28,2934.0,0.895,-0.78125,0.14,0.78125,OPEN_LOOP
1711131683.774655,28,2082.0,0.0,0.0,0.02,0.78125,CLOSED_LOOP
1711131685.063936,50,2085.0,0.125,10.15625,0.095,0.78125,CLOSED_LOOP
1711131686.355071,52,2104.0,0.895,4.6875,0.115,0.78125,CLOSED_LOOP
1711131687.584645,36,2068.0,0.045,5.46875,0.125,0.78125,CLOSED_LOOP
1711131688.845373,48,2095.0,0.905,4.6875,0.13,0.78125,CLOSED_LOOP
1711131690.105128,26,2050.0,0.065,0.0,0.13,0.78125,OPEN_LOOP
1711131691.394551,28,1890.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131692.684379,36,1328.0,0.04,3.90625,0.05,0.78125,CLOSED_LOOP
1711131693.944458,42,967.0,0.06,2.34375,0.085,0.78125,CLOSED_LOOP
1711131695.234467,45,1013.0,0.795,2.34375,0.1,0.78125,CLOSED_LOOP
1711131696.494606,46,964.0,0.115,9.375,0.11,0.78125,CLOSED_LOOP
1711131697.785196,41,1768.0,0.01,1.5625,0.03,0.78125,CLOSED_LOOP
1711131699.045804,57,1802.0,0.45,10.15625,0.12,0.78125,CLOSED_LOOP
1711131700.30503,78,2148.0,0.805,8.59375,0.135,0.78125,CLOSED_LOOP
1711131701.53562,83,2647.0,0.66,1.5625,0.16,0.78125,CLOSED_LOOP
1711131702.765732,81,3135.0,0.81,3.125,0.17,0.78125,CLOSED_LOOP
1711131704.05525,27,3356.0,0.79,0.0,0.16,0.78125,OPEN_LOOP
1711131705.314716,39,2074.0,0.04,4.6875,0.065,0.78125,CLOSED_LOOP
1711131706.513909,60,2155.0,0.325,9.375,0.115,0.78125,CLOSED_LOOP
1711131707.751177,64,2241.0,0.76,3.90625,0.14,0.78125,CLOSED_LOOP
1711131709.006333,66,2334.0,0.175,3.90625,0.15,0.78125,CLOSED_LOOP
1711131710.234232,29,2275.0,0.83,-5.46875,0.15,0.78125,OPEN_LOOP
1711131711.524458,27,2161.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131712.815172,33,2012.0,0.0,1.5625,0.035,0.78125,CLOSED_LOOP
1711131714.10589,42,1987.0,0.87,3.125,0.085,0.78125,CLOSED_LOOP
1711131715.335681,31,1910.0,0.075,1.5625,0.1,0.78125,OPEN_LOOP
1711131716.654236,72,2719.0,0.895,-4.6875,0.15,0.78125,OPEN_LOOP
