TIME,MAP (kPa),Engine speed (RPM),Oxygen sensor 1 (V),Oxygen sensor 1 (%),Oxygen sensor 2 (V),Oxygen sensor 2 (%),Fuel system operation mode
1711131717.944833,30,2578.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131719.144026,28,2303.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131720.40497,27,1799.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131721.635591,39,1532.0,0.035,2.34375,0.04,0.78125,CLOSED_LOOP
1711131722.833977,59,1538.0,0.085,8.59375,0.09,0.78125,CLOSED_LOOP
1711131724.065244,73,1908.0,0.34,7.8125,0.12,0.78125,CLOSED_LOOP
1711131725.324198,70,2362.0,0.79,0.78125,0.14,0.78125,CLOSED_LOOP
1711131726.554802,66,2745.0,0.175,3.90625,0.145,0.78125,CLOSED_LOOP
1711131727.815531,61,3085.0,0.76,3.90625,0.155,0.78125,CLOSED_LOOP
1711131729.105182,25,2962.0,0.02,0.0,0.135,0.78125,OPEN_LOOP
1711131730.367366,48,1985.0,0.045,5.46875,0.075,0.78125,CLOSED_LOOP
1711131731.62482,49,2111.0,0.905,-0.78125,0.11,0.78125,CLOSED_LOOP
1711131732.9442,26,2012.0,0.04,0.78125,0.115,0.78125,OPEN_LOOP
1711131734.176518,27,1923.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131735.464608,31,1845.0,0.005,1.5625,0.03,0.78125,CLOSED_LOOP
1711131736.755265,30,1924.0,0.83,-1.5625,0.085,0.78125,CLOSED_LOOP
1711131737.984081,26,1910.0,0.055,0.78125,0.095,0.78125,OPEN_LOOP
1711131739.244568,35,1381.0,0.04,3.90625,0.05,0.78125,CLOSED_LOOP
1711131740.504899,41,1030.0,0.805,-0.78125,0.09,0.78125,CLOSED_LOOP
1711131741.763729,29,1973.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131742.994808,29,1975.0,0.0,0.78125,0.02,0.78125,CLOSED_LOOP
1711131744.224715,52,2269.0,0.85,6.25,0.095,0.78125,CLOSED_LOOP
1711131745.45424,51,2601.0,0.885,-0.78125,0.11,0.78125,CLOSED_LOOP
1711131746.684947,35,2575.0,0.07,3.90625,0.125,0.78125,CLOSED_LOOP
1711131747.914792,39,2688.0,0.88,-2.34375,0.13,0.78125,OPEN_LOOP
1711131749.114332,28,2635.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131750.345891,28,2493.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131751.574516,27,2310.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131752.80538,26,2183.0,0.0,0.0,0.0,0.78125,OPEN_LOOP
1711131754.06573,28,1407.0,0.02,2.34375,0.03,0.78125,CLOSED_LOOP
1711131755.324747,45,1019.0,0.055,5.46875,0.055,0.78125,CLOSED_LOOP
1711131756.554695,45,1050.0,0.865,3.90625,0.085,0.78125,CLOSED_LOOP
1711131757.844935,47,998.0,0.17,7.03125,0.1,0.78125,CLOSED_LOOP
1711131759.104584,44,1007.0,0.735,1.5625,0.105,0.78125,CLOSED_LOOP
1711131760.335557,44,1010.0,0.825,1.5625,0.115,0.78125,CLOSED_LOOP
1711131761.624332,45,1003.0,0.63,2.34375,0.12,0.78125,CLOSED_LOOP
1711131762.854731,51,1041.0,0.03,5.46875,0.045,0.78125,CLOSED_LOOP
1711131764.084415,50,1466.0,0.865,4.6875,0.11,0.78125,CLOSED_LOOP
1711131765.315531,58,1394.0,0.83,3.90625,0.125,0.78125,CLOSED_LOOP
1711131766.544715,34,1492.0,0.89,-1.5625,0.125,0.78125,CLOSED_LOOP
1711131767.805314,48,994.0,0.04,0.78125,0.13,0.78125,CLOSED_LOOP
1711131769.035325,44,992.0,0.195,4.6875,0.13,0.78125,CLOSED_LOOP
1711131770.294418,39,898.0,0.835,-0.78125,0.13,0.78125,CLOSED_LOOP
1711131771.524808,42,929.0,0.065,3.90625,0.13,0.78125,CLOSED_LOOP
1711131772.816196,40,917.0,0.765,-3.90625,0.135,0.78125,CLOSED_LOOP
1711131774.104393,42,936.0,0.095,4.6875,0.135,0.78125,CLOSED_LOOP
1711131775.365974,37,936.0,0.855,-3.90625,0.135,0.78125,CLOSED_LOOP
1711131776.655616,38,910.0,0.05,-1.5625,0.135,0.78125,CLOSED_LOOP
1711131777.855719,39,956.0,0.87,-2.34375,0.135,0.78125,CLOSED_LOOP
1711131779.054306,38,900.0,0.11,-6.25,0.135,0.78125,CLOSED_LOOP
1711131780.284638,39,939.0,0.07,1.5625,0.14,0.78125,CLOSED_LOOP
1711131781.51462,38,908.0,0.735,-7.03125,0.14,0.78125,CLOSED_LOOP
1711131782.803775,39,933.0,0.325,2.34375,0.14,0.78125,CLOSED_LOOP
1711131784.065325,38,911.0,0.755,-7.8125,0.14,0.78125,CLOSED_LOOP
1711131785.354611,39,942.0,0.08,1.5625,0.14,0.78125,CLOSED_LOOP
